site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Flowserve, Hawton Lane, Balderton",yes,,2017-11-30,,15.57,210,210,,local-authority-eng:NEA,not owned by a public authority,,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=HTZTIFLBF3000,not permissioned,,BF0001,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0001.pdf,2017-11-30
"The Moore, Bilsthorpe",yes,,2017-11-30,,1.87,55,55,,local-authority-eng:NEA,not owned by a public authority,,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=JSBUFGLB05Q00,not permissioned,,BF0002,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0002.pdf,2017-11-30
"Noble Foods Ltd, The Moore, Bilsthorpe",yes,,2017-11-30,,3.17,77,77,,local-authority-eng:NEA,not owned by a public authority,,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=JSBUFGLB05Q00,not permissioned,,BF0003,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0003.pdf,2017-11-30
"Former Squinting Cat, Mansfield Road, Clipstone",yes,,2017-11-30,,0.19,9,9,,local-authority-eng:NEA,not owned by a public authority,2016-11-08,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=MZTC4SLB04E00,permissioned,full planning permission,BF0004,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0004.pdf,2017-11-30
"Garage Court, Abbey Road, Edwinstowe",yes,,2017-11-30,,0.14,8,8,,local-authority-eng:NEA,owned by a public authority,,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001CGQOILI000,not permissioned,,BF0005,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0005.pdf,2017-11-30
"Fourth Avenue, Edwinstowe",yes,,2017-11-30,,0.53,16,16,,local-authority-eng:NEA,owned by a public authority,2017-04-04,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001DUTOILI000,permissioned,full planning permission,BF0006,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0006.pdf,2017-11-30
"Edwinstowe House, High Street, Edwinstowe",yes,,2017-11-30,,3.56,34,34,,local-authority-eng:NEA,not owned by a public authority,2017-03-13,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=KDQ5WALB05Q00,permissioned,full planning permission,BF0007,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0007.pdf,2017-11-30
"Tarmac Site, Hawton Lane, Newark",yes,,2017-11-30,,8.59,256,256,,local-authority-eng:NEA,not owned by a public authority,,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00127NOILI000,not permissioned,,BF0008,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0008.pdf,2017-11-30
"The Bearings, Bowbridge Road, Newark",yes,,2017-11-30,,1.6,89,89,,local-authority-eng:NEA,not owned by a public authority,,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0016OLOILI000,not permissioned,,BF0009,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0009.pdf,2017-11-30
"Howes Court, William Street, Newark",yes,,2017-11-30,,0.97,30,30,,local-authority-eng:NEA,owned by a public authority,,https://publicaccess.newark-sherwooddc.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001JY6OILI000,not permissioned,,BF0010,http://www.newark-sherwooddc.gov.uk/media/newarkandsherwood/imagesandfiles/planningpolicy/pdfs/brownfieldlandregister/BF0010.pdf,2017-11-30
